node1,label,node2
Butterbumps,in,cluster_11
Della Frey,in,cluster_1675
Mors Umber,in,cluster_1656
Lymond Mallister,in,cluster_1917
Jena Dondarrion,in,cluster_26
Mariya Darry,in,cluster_26
Yohn Royce,in,cluster_1907
Banefort,in,cluster_1675
Cerenna Lannister,in,cluster_35
Maron Volmark,in,cluster_200
House Volmark,in,cluster_200
Armistead Vance,in,cluster_1656
Rook's Rest,in,cluster_1675
Endrew Tarth,in,cluster_627
Nestor Royce,in,cluster_1907
Tytos Blackwood,in,cluster_1656
Robert Paege,in,cluster_1917
Donnel Haigh,in,cluster_1675
Brynden Blackwood,in,cluster_1656
Robert I Baratheon,in,cluster_35
Rolland Uffering,in,cluster_11
House Uffering,in,cluster_11
House Bole,in,cluster_1656
Sandor Frey,in,cluster_1675
Larra Blackmont,in,cluster_26
Sow's Horn,in,cluster_26
Johanna Lannister,in,cluster_35
Karhold,in,cluster_1917
House Poole,in,cluster_1656
Anders Yronwood,in,cluster_26
Jonos Frey,in,cluster_1675
House Woodwright,in,cluster_11
Ravella Swann,in,cluster_1917
Hugo Wull,in,cluster_1656
Illyrio Mopatis,in,cluster_26
Serra,in,cluster_26
Harras Harlaw,in,cluster_200
Myles,in,cluster_26
Balon Greyjoy,in,cluster_200
Colemon,in,cluster_1907
Gawen Wylde,in,cluster_627
Tristan Ryger,in,cluster_1917
Alysanne Farman,in,cluster_35
Raymun Fossoway,in,cluster_11
Maldon Massey,in,cluster_26
House Massey of Stonedance,in,cluster_26
Falyse Stokeworth,in,cluster_11
Lothor Brune,in,cluster_26
House Brune of Brownhollow,in,cluster_26
House Dalt of Lemonwood,in,cluster_1907
House Codd,in,cluster_200
Bonifer Hasty,in,cluster_627
House Hasty,in,cluster_627
Joffrey Lonmouth,in,cluster_627
Dagon Ironmaker,in,cluster_200
Hallis Mollen,in,cluster_1656
Sharna,in,cluster_200
Husband,in,cluster_200
Lord Caswell,in,cluster_1917
House Caswell of Bitterbridge,in,cluster_1917
House Lychester,in,cluster_1917
Robin Hollard,in,cluster_26
Dickon Manwoody,in,cluster_26
House Greenfield of Greenfield,in,cluster_14
Barthogan Stark,in,cluster_1656
Brownhollow,in,cluster_26
Rakharo,in,cluster_26
Cortnay Penrose,in,cluster_26
Loreza Sand,in,cluster_26
Rolland Darklyn,in,cluster_26
House Ironsmith,in,cluster_1656
Samwell Spicer,in,cluster_35
Ryman Frey,in,cluster_1675
Clarence Crabb,in,cluster_26
Aemon Costayne,in,cluster_1917
House Bolling,in,cluster_627
Bayard Norcross,in,cluster_11
Elyn Norridge,in,cluster_11
Raymund Tyrell,in,cluster_11
Antario Jast,in,cluster_35
Willas Tyrell,in,cluster_11
Vaemond Velaryon,in,cluster_26
Rhaenyra Targaryen,in,cluster_26
House Hawick of Saltpans,in,cluster_1917
House Peckledon,in,cluster_35
Yandry,in,cluster_26
Rhaelle Targaryen,in,cluster_627
Ormund Baratheon,in,cluster_627
formerly Coldmoat,in,cluster_11
Shiera Crakehall,in,cluster_35
Damion Lannister,in,cluster_35
Gilwood Hunter,in,cluster_627
Donnor Stark,in,cluster_1656
Snakewood,in,cluster_1907
Ardrian Celtigar,in,cluster_26
House Tarbeck of Tarbeck Hall,in,cluster_35
Areo Hotah,in,cluster_26
Iron Holt,in,cluster_200
Alesander Frey,in,cluster_1675
House Woodfoot of Bear Island,in,cluster_1656
Umfred,in,cluster_1917
Belandra,in,cluster_26
Stonedance,in,cluster_26
Domeric Bolton,in,cluster_1656
Maron Greyjoy,in,cluster_200
Janos Slynt,in,cluster_26
Peter Plumm,in,cluster_35
House Mertyns of Mistwood,in,cluster_627
Russell Merryweather,in,cluster_11
Harwin Strong,in,cluster_1917
The Arbor,in,cluster_11
Gascoyne,in,cluster_26
Dickon Frey,in,cluster_1675
Grimston,in,cluster_11
Armond Caswell,in,cluster_1917
Gunthor Hightower,in,cluster_11
Perra Royce,in,cluster_1675
Monford Velaryon,in,cluster_26
Josua Willum,in,cluster_11
House Willum,in,cluster_11
Cletus Yronwood,in,cluster_26
House Stonetree of Harlaw,in,cluster_200
Eddara Tallhart,in,cluster_1656
Lewys Piper,in,cluster_1917
House Piper of Pinkmaiden,in,cluster_1917
Garth Greenfield,in,cluster_1675
Daemon Sand,in,cluster_26
Arstan Selmy,in,cluster_26
House Greystark of Wolf's Den,in,cluster_1656
Melantha Blackwood,in,cluster_1656
Cregan Stark,in,cluster_1656
Duram Bar Emmon,in,cluster_11
Myrcella Baratheon,in,cluster_26
Eddard Karstark,in,cluster_1917
Hyle Hunt,in,cluster_11
Steffon Darklyn,in,cluster_26
House Wayn,in,cluster_1917
Senelle,in,cluster_35
Quickfinger,in,cluster_26
Mallor,in,cluster_35
Ellyn Reyne,in,cluster_35
Calon,in,cluster_1656
Addam Frey,in,cluster_1675
Ryon Allyrion,in,cluster_26
Loras Tyrell,in,cluster_11
Nightsong,in,cluster_35
Nage,in,cluster_1656
Branston Cuy,in,cluster_11
Wyl Waynwood,in,cluster_26
House Wensington,in,cluster_627
Robin Moreland,in,cluster_35
Ethan Glover,in,cluster_1656
Quentyn Qorgyle,in,cluster_26
Gerold Grafton,in,cluster_1907
House Grafton of Gulltown,in,cluster_1907
Robin Greyjoy,in,cluster_200
Elenei,in,cluster_627
House Lorch,in,cluster_35
Bertram Beesbury,in,cluster_11
House Fisher of the Stony Shore,in,cluster_1656
Lucifer Hardy,in,cluster_26
House Hardy,in,cluster_26
Shadrich,in,cluster_1917
Tion Frey,in,cluster_35
Horton Redfort,in,cluster_1907
Runcel Hightower,in,cluster_11
Gyles Grafton,in,cluster_1907
Rhaego,in,cluster_26
Leo Tyrell,in,cluster_11
Jocelyn Swyft,in,cluster_35
Gormond Goodbrother,in,cluster_200
Merrell Florent,in,cluster_11
House Dargood,in,cluster_26
The Tickler,in,cluster_1675
Rodrik Harlaw,in,cluster_200
Heart's Home,in,cluster_1907
Lorent Lorch,in,cluster_35
Clement Piper,in,cluster_1917
Bryen Farring,in,cluster_627
House Farring,in,cluster_627
Garrison Prester,in,cluster_35
Perriane Frey,in,cluster_1675
Monterys Velaryon,in,cluster_26
House Dunn,in,cluster_11
Lymond Goodbrook,in,cluster_1917
House Whitehill,in,cluster_1656
Cynthea Frey,in,cluster_1675
Misty Isle,in,cluster_1917
House Fisher,in,cluster_1917
Garse Flowers,in,cluster_11
Sandor Clegane,in,cluster_35
Saltpans,in,cluster_1917
Amberly,in,cluster_627
House Rogers of Amberly,in,cluster_627
Arya Flint,in,cluster_1656
Aegon I,in,cluster_26
Beth Cassel,in,cluster_1656
Jorah Mormont,in,cluster_26
House Arryn of Gulltown,in,cluster_1907
Amabel,in,cluster_35
Alester Florent,in,cluster_11
House Kenning of Harlaw,in,cluster_200
formerly Whitewalls,in,cluster_26
Roger Hogg,in,cluster_26
House Edgerton,in,cluster_26
Alys Arryn,in,cluster_26
Raymund Frey,in,cluster_1675
Skyreach,in,cluster_1907
Theodan Wells,in,cluster_1656
Catelyn Bracken,in,cluster_1675
Ronald Connington,in,cluster_627
Byron,in,cluster_1917
Harrold Osgrey,in,cluster_1675
Orkmont,in,cluster_200
Geremy Frey,in,cluster_26
Daemon Blackfyre,in,cluster_26
Tyrion Tanner,in,cluster_11
Humfrey Swyft,in,cluster_35
Jeyne Farman,in,cluster_35
Gynir,in,cluster_200
Marna Locke,in,cluster_1656
House Kellington,in,cluster_627
House Lanny,in,cluster_35
Crakehall,in,cluster_1917
Danos Slynt,in,cluster_26
Damon Vypren,in,cluster_627
Aggar,in,cluster_200
Durran,in,cluster_627
Jaehaerys I,in,cluster_26
Alysanne Targaryen,in,cluster_26
House Flint of Breakstone Hill,in,cluster_1656
Lester Morrigen,in,cluster_627
Amerei Frey,in,cluster_35
Lancel Lannister,in,cluster_35
Brandon Norrey,in,cluster_1656
Dalla,in,cluster_627
Mance Rayder,in,cluster_627
Donella Hornwood,in,cluster_1656
Puckens,in,cluster_35
Dafyn Vance,in,cluster_1675
Maegelle Frey,in,cluster_1675
Yronwood,in,cluster_26
Drogo,in,cluster_26
Grandview,in,cluster_627
The Sparr,in,cluster_200
Gilbert Farring,in,cluster_627
House Wydman,in,cluster_1907
Betharios,in,cluster_1675
Alyx Frey,in,cluster_1675
Dick,in,cluster_1656
Samwell Stone,in,cluster_1907
Alys Karstark,in,cluster_1917
Hoarfrost Umber,in,cluster_1656
Harrold Hardyng,in,cluster_1907
Dennis Plumm,in,cluster_35
Salladhor Saan,in,cluster_627
Gerold Lannister,in,cluster_35
Morya Frey,in,cluster_1675
Ivy Hall,in,cluster_11
Hayhead,in,cluster_1656
Luton,in,cluster_1656
House Harlaw of Harlaw Hall,in,cluster_200
Sigfryd Harlaw,in,cluster_200
House Tudbury,in,cluster_627
House Bettley,in,cluster_35
Quellon Botley,in,cluster_200
House Netley,in,cluster_200
Mark Ryswell,in,cluster_1656
House Casterly of Casterly Rock,in,cluster_35
Lysa Meadows,in,cluster_11
Colmar Frey,in,cluster_1675
Cersei Frey,in,cluster_1675
Lucos Chyttering,in,cluster_26
Alliser Thorne,in,cluster_26
Sefton Staunton,in,cluster_1675
Talbert Serry,in,cluster_11
Yorkel,in,cluster_26
Harwyn Plumm,in,cluster_35
House Hetherspoon,in,cluster_35
Tybolt Hetherspoon,in,cluster_35
House Mollen,in,cluster_1656
Garth Tyrell,in,cluster_11
Joyeuse Erenford,in,cluster_1675
Abelar Hightower,in,cluster_11
Goodwin,in,cluster_627
Lyman Beesbury,in,cluster_11
Trystane Martell,in,cluster_26
Cafferen,in,cluster_627
Olymer Tyrell,in,cluster_11
Margot Lannister,in,cluster_11
Mohor,in,cluster_1675
Joanna Lannister,in,cluster_35
Tywin Lannister,in,cluster_35
House Lowther,in,cluster_11
Chiswyck,in,cluster_1675
Regenard Estren,in,cluster_35
Boremund Harlaw,in,cluster_200
The Dun Fort,in,cluster_26
Symon Stripeback,in,cluster_26
High Tide or Driftmark,in,cluster_26
Kyra Frey,in,cluster_1917
Theodore Tyrell,in,cluster_11
House Magnar of Kingshouse,in,cluster_1656
Walton Frey,in,cluster_1675
Argella Durrandon,in,cluster_627
House Brightstone,in,cluster_1907
Jeyne,in,cluster_1675
House Conklyn,in,cluster_11
Torghen Flint,in,cluster_1656
Lyn Corbray,in,cluster_1907
Ned Woods,in,cluster_1656
Edmyn Tully,in,cluster_1917
Quenton Qoherys,in,cluster_1917
Lyessa Flint,in,cluster_1656
Jeyne Rivers,in,cluster_1675
Eon Hunter,in,cluster_627
Bennard Brune,in,cluster_26
Goldengrove,in,cluster_11
House Gower,in,cluster_627
Old Palace within Sunspear,in,cluster_26
House Drinkwater,in,cluster_26
House Horpe,in,cluster_627
Jon Cupps,in,cluster_11
Leyla Hightower,in,cluster_11
Helaena Targaryen,in,cluster_26
The Stonehouse,in,cluster_200
Yohn Farwynd,in,cluster_200
Damon Lannister,in,cluster_35
Cerissa Brax,in,cluster_35
Tommen Costayne,in,cluster_1917
Bethany Bracken,in,cluster_1675
House Greengood,in,cluster_200
Saltcliffe,in,cluster_200
House Saltcliffe of Saltcliffe,in,cluster_200
Jeyne Beesbury,in,cluster_1675
Alyssa Arryn,in,cluster_1907
Kiera of Tyrosh,in,cluster_26
Lucan,in,cluster_35
Harrion Karstark,in,cluster_1917
Tarbeck Hall,in,cluster_35
Bethany Rosby,in,cluster_1675
House Roote of Lord Harroway's Town,in,cluster_1917
Serra Frey,in,cluster_1675
Dyanna Dayne,in,cluster_26
Meredyth Crane,in,cluster_11
Daemon II Blackfyre,in,cluster_26
House Sarsfield of Sarsfield,in,cluster_35
House Buckler of Bronzegate,in,cluster_627
Ralph Buckler,in,cluster_627
Kurleket,in,cluster_1675
House Wendwater,in,cluster_26
Bryen Caron,in,cluster_627
Pebble,in,cluster_1907
House Pryor of Pebble,in,cluster_1907
Rhonda Rowan,in,cluster_11
Mela,in,cluster_1907
Sybell Spicer,in,cluster_35
Jorgen,in,cluster_11
Boros Blount,in,cluster_26
Raymar Royce,in,cluster_1907
Hotho Harlaw,in,cluster_200
Reynard Webber,in,cluster_11
Sarya Whent,in,cluster_1675
Omer Blackberry,in,cluster_627
Ashemark,in,cluster_35
House Marbrand of Ashemark,in,cluster_35
Leobald Tallhart,in,cluster_1656
Jory Cassel,in,cluster_1656
Starfall,in,cluster_26
Lewyn Martell,in,cluster_26
Longsister,in,cluster_1907
Lemonwood,in,cluster_1907
Mushroom,in,cluster_26
Janna Tyrell,in,cluster_11
Damon Marbrand,in,cluster_35
Helman Tallhart,in,cluster_1656
Alyn Ambrose,in,cluster_11
House Bywater,in,cluster_26
Lordsport,in,cluster_200
Guthor Grimm,in,cluster_11
Petyr Frey,in,cluster_1675
Ragnor Pyke,in,cluster_200
Donnel Swann,in,cluster_627
Gulltown,in,cluster_1907
House Shett of Gulltown,in,cluster_1907
Brightwater Keep (disputed by House Florent),in,cluster_11
Andrey Dalt,in,cluster_1907
Jodge,in,cluster_35
Eldred Codd,in,cluster_200
Alysanne Lefford,in,cluster_35
Ilyn Payne,in,cluster_35
House Payne,in,cluster_35
Lollys Stokeworth,in,cluster_11
Lothar Frey,in,cluster_1675
Tristifer IV Mudd,in,cluster_200
Tristifer V,in,cluster_200
House Ashwood,in,cluster_1656
Vortimer Crane,in,cluster_11
Flement Brax,in,cluster_1675
Minisa Whent,in,cluster_1917
Hoster Tully,in,cluster_1917
Rain House,in,cluster_627
Ryam Redwyne,in,cluster_11
Robin Ryger,in,cluster_1917
Raymun Darry,in,cluster_26
Lyman Darry,in,cluster_26
Tybolt Crakehall,in,cluster_1917
Orland of Oldtown,in,cluster_26
Garrett Flowers,in,cluster_11
Emmon Frey,in,cluster_1917
Arya Stark,in,cluster_1656
Stevron Frey,in,cluster_1675
Othell Yarwyck,in,cluster_35
House Yarwyck,in,cluster_35
Alyce Graceford,in,cluster_11
Summerhall (formerly),in,cluster_26
Hag's Mire,in,cluster_1917
Jacks,in,cluster_1656
Jonothor Darry,in,cluster_26
Bronn,in,cluster_11
Mistwood,in,cluster_627
Alysane Mormont,in,cluster_1656
Harys Swyft,in,cluster_35
Heke,in,cluster_1656
Artos Stark,in,cluster_1656
Garlan Tyrell,in,cluster_11
Robin Flint,in,cluster_1656
Sumner Crakehall,in,cluster_1917
Genna Lannister,in,cluster_1917
Gladden Wylde,in,cluster_627
Karyl Vance,in,cluster_1917
Benedar Belmore,in,cluster_1907
House Belmore of Strongsong,in,cluster_1907
House Ladybright,in,cluster_26
Merrett Frey,in,cluster_26
Maidenpool,in,cluster_627
House Mooton of Maidenpool,in,cluster_627
Jon Penrose,in,cluster_26
Janyce Hunter,in,cluster_1675
House Oldflowers,in,cluster_11
Rolland Longthorpe,in,cluster_1907
Renly Baratheon,in,cluster_627
Alyn Frey,in,cluster_1675
Haystack Hall,in,cluster_627
House Lake,in,cluster_1656
Dick Crabb,in,cluster_26
House Parren,in,cluster_35
Marlon Manderly,in,cluster_1656
Symon Hollard,in,cluster_26
Kingshouse,in,cluster_1656
Triston Sunderland,in,cluster_1907
House Long,in,cluster_1656
Selmond Stackspear,in,cluster_35
Deep Den,in,cluster_35
House Lydden of Deep Den,in,cluster_35
House Erenford,in,cluster_1675
Lewys Lydden,in,cluster_35
Ulrick Dayne,in,cluster_26
Haldon,in,cluster_26
Murch,in,cluster_1656
Arianne Martell,in,cluster_26
House Sunglass of Sweetport Sound,in,cluster_627
Evenfall Hall,in,cluster_627
Mellei,in,cluster_26
Allard Seaworth,in,cluster_627
Hornvale,in,cluster_1675
Eddison Tollet,in,cluster_1907
Maelys I Blackfyre,in,cluster_26
Hammerhorn,in,cluster_200
Lew,in,cluster_1656
Arthor Karstark,in,cluster_1917
Alyn Tarbeck,in,cluster_35
House Stane of Driftwood Hall,in,cluster_1656
Melara Crane,in,cluster_11
Owen Inchfield,in,cluster_11
House Inchfield,in,cluster_11
House Leygood,in,cluster_11
Lyanna Mormont,in,cluster_1656
Amarei Crakehall,in,cluster_1675
Sallei Paege,in,cluster_1675
Jammos Frey,in,cluster_1675
Hammerhal,in,cluster_11
House Cordwayner of Hammerhal,in,cluster_11
Cragorn,in,cluster_200
Harvest Hall,in,cluster_26
Beyond the Wall,in,cluster_11
Serala of Myr,in,cluster_26
Wallace Waynwood,in,cluster_26
Qorgyle,in,cluster_26
Maegor I,in,cluster_11
Ceryse Hightower,in,cluster_11
Ashford,in,cluster_627
Clarence Charlton,in,cluster_1917
Humfrey Hardyng,in,cluster_1907
Garse Goodbrook,in,cluster_1917
Hilmar Drumm,in,cluster_200
Bryan Fossoway,in,cluster_11
House Fossoway of Cider Hall,in,cluster_11
Gylbert Farwynd,in,cluster_200
House Blanetree,in,cluster_1917
Scattered (formerly Winterfell),in,cluster_1656
Harlen Tyrell,in,cluster_11
Hobber Redwyne,in,cluster_11
Rickard Tyrell,in,cluster_11
Janei Lannister,in,cluster_35
Tremond Gargalen,in,cluster_1907
House Lightfoot,in,cluster_1656
Varly,in,cluster_1656
Harys Haigh,in,cluster_1675
"Grey Garden, Harlaw",in,cluster_200
Driftwood Hall,in,cluster_1656
Corlos,in,cluster_35
Ronnet Connington,in,cluster_627
Red Lake,in,cluster_11
House Musgood,in,cluster_627
Acorn Hall,in,cluster_1917
Carolei Waynwood,in,cluster_26
Dacey Mormont,in,cluster_1656
Rob,in,cluster_1675
House Amber,in,cluster_1656
Aladale Wynch,in,cluster_200
Sarsfield,in,cluster_35
House Waterman,in,cluster_1656
Ondrew Locke,in,cluster_1656
Foss the Archer,in,cluster_11
House Cray,in,cluster_200
Lyonel Strong,in,cluster_1917
Leo Lefford,in,cluster_35
Plummer,in,cluster_627
Johanna Swann,in,cluster_627
Ralf Kenning,in,cluster_200
Chyttering,in,cluster_26
Simon Toyne,in,cluster_627
House Toyne,in,cluster_627
Maric Seaworth,in,cluster_627
Lorent Caswell,in,cluster_1917
Florys the Fox,in,cluster_11
House Fenn,in,cluster_200
Marq Piper,in,cluster_1917
Tregar,in,cluster_35
Lothar Mallery,in,cluster_26
House Mallery,in,cluster_26
Bronzegate,in,cluster_627
Gawen Swann,in,cluster_627
Ferny,in,cluster_200
House Waxley of Wickenden,in,cluster_1907
Walder Brax,in,cluster_1675
Marsella Waynwood,in,cluster_1675
Will,in,cluster_1675
Gyles Rosby,in,cluster_26
Theomore Lannister,in,cluster_1656
Qalen,in,cluster_200
Justin Massey,in,cluster_26
Ulf,in,cluster_200
Jon Lynderly,in,cluster_1907
Gwin Goodbrother,in,cluster_200
House Greenwood,in,cluster_1656
Lyle Crakehall,in,cluster_1917
Jonelle Cerwyn,in,cluster_1656
Morgil Hastwyck,in,cluster_11
Gerion Lannister,in,cluster_35
Jeyne Lydden,in,cluster_35
Berena Hornwood,in,cluster_1656
Matarys Targaryen,in,cluster_26
Shaera Targaryen,in,cluster_26
Breakwater in Sisterton,in,cluster_1907
House Borrell of Sweetsister,in,cluster_1907
Lucas Codd,in,cluster_200
Laena Velaryon,in,cluster_26
Mychel Redfort,in,cluster_1907
Dragonstone,in,cluster_627
Gulian Qorgyle,in,cluster_26
Myrielle Lannister,in,cluster_35
Jacelyn Bywater,in,cluster_26
Jeyne Swann,in,cluster_627
House Humble,in,cluster_200
Jojen Reed,in,cluster_200
Vickon Botley,in,cluster_200
Hugh Grandison,in,cluster_627
Greydon Goodbrother,in,cluster_200
House Cressey,in,cluster_26
Jon Redfort,in,cluster_1907
Alyssa Blackwood,in,cluster_1675
Andrey Charlton,in,cluster_1917
Baelor Targaryen,in,cluster_26
Lia Serry,in,cluster_11
Ryella Frey,in,cluster_1675
The Whispers (former),in,cluster_26
Daella Targaryen,in,cluster_1907
Morton Waynwood,in,cluster_26
Poxy Tym,in,cluster_1656
Jyana,in,cluster_200
Breakstone Hill,in,cluster_1656
Damon Shett,in,cluster_1907
Kyra,in,cluster_1656
Godry Farring,in,cluster_627
Larra Rogare,in,cluster_26
Viserys II,in,cluster_26
Clarent Crakehall,in,cluster_1917
Felwood,in,cluster_627
Tom Costayne,in,cluster_1917
Igon Vyrwel,in,cluster_11
House Lipps,in,cluster_1907
Eustace Osgrey,in,cluster_1675
Edmund Ambrose,in,cluster_11
Arnolf Karstark,in,cluster_1917
Emmon Cuy,in,cluster_11
Ralf Stonehouse,in,cluster_200
Sawane Botley,in,cluster_200
Vaith,in,cluster_26
Timoth,in,cluster_26
Orbert Caswell,in,cluster_1917
exiles living at Ironrath,in,cluster_1656
Olyvar Frey,in,cluster_1675
Tyland Lannister,in,cluster_35
Old Anchor,in,cluster_1907
Joffrey Caswell,in,cluster_1917
Jyck,in,cluster_35
Donnel Drumm,in,cluster_200
Alyn Estermont,in,cluster_26
Doreah,in,cluster_26
Beron Blacktyde,in,cluster_200
Urrigon Greyjoy,in,cluster_200
Beren Tallhart,in,cluster_1656
Whitegrove (formerly),in,cluster_11
Manfrey Martell,in,cluster_26
Sarra Frey,in,cluster_1675
Poul Pemford,in,cluster_1917
Ronald Storm,in,cluster_627
Melwyn Sarsfield,in,cluster_35
Jeffory Mallister,in,cluster_1917
Guncer Sunglass,in,cluster_627
Rafford,in,cluster_1675
Tristan Mudd,in,cluster_1917
Germund Botley,in,cluster_200
Casper Wylde,in,cluster_627
Jon Umber,in,cluster_1656
Lyonel Selmy,in,cluster_26
Alyn Haigh,in,cluster_1675
Criston Cole,in,cluster_627
House Cole,in,cluster_627
Gelmarr,in,cluster_200
Zia Frey,in,cluster_1675
Greenfield,in,cluster_1675
House Greyiron of Orkmont,in,cluster_200
Cadwyl,in,cluster_200
Clifford Conklyn,in,cluster_11
Laenor Velaryon.,in,cluster_26
Roose Bolton,in,cluster_1656
Mary Mertyns,in,cluster_627
Brynden Rivers,in,cluster_26
Melesa Crakehall,in,cluster_1917
Aegon Blackfyre,in,cluster_26
Symond Frey,in,cluster_1675
Uller,in,cluster_200
House Frost,in,cluster_1656
Urek Ironmaker,in,cluster_200
Cosgrove,in,cluster_26
Talla Tarly,in,cluster_11
Jasper Waynwood,in,cluster_26
House Graves,in,cluster_11
Lymond Lychester,in,cluster_1917
Wickenden,in,cluster_1907
Victor Tyrell,in,cluster_11
Triston Farwynd,in,cluster_200
Hooded Man,in,cluster_1675
Maddy,in,cluster_1907
Highpoint (Telltale),in,cluster_1656
Philip Plumm,in,cluster_35
Gerold Hightower,in,cluster_11
Castlewood,in,cluster_1917
Shyra,in,cluster_1656
Andrik,in,cluster_200
Harrenhal (stripped),in,cluster_35
Eggon,in,cluster_1675
Marwyn Belmore,in,cluster_1907
Stone Hedge,in,cluster_1675
Red Keep (formerly),in,cluster_26
Steffon Swyft,in,cluster_35
Elys Westerling,in,cluster_35
House Langward,in,cluster_26
Rillwater Crossing,in,cluster_1656
Sunhouse,in,cluster_11
Ramsay Snow,in,cluster_1656
Maron Botley,in,cluster_200
Thormor Ironmaker,in,cluster_200
Wendamyr,in,cluster_200
Emberlei Frey,in,cluster_1675
Robb Reyne,in,cluster_35
Lucas Corbray,in,cluster_1907
Medger Cerwyn,in,cluster_1656
Quenton Hightower,in,cluster_11
Walder Goodbrook,in,cluster_1917
Rodrik Arryn,in,cluster_1907
Qarl Correy,in,cluster_26
Farlen,in,cluster_1656
Grassfield Keep in Grassy Vale,in,cluster_627
Jarman Buckwell,in,cluster_26
Alekyne Florent,in,cluster_11
Aggo,in,cluster_26
Hellholt,in,cluster_26
Bryan Frey,in,cluster_1675
Roland Crakehall,in,cluster_1917
Jaehaerys Targaryen,in,cluster_26
Perwyn Osgrey,in,cluster_1675
Shirei Frey,in,cluster_1675
Wat,in,cluster_1675
Morgan Martell,in,cluster_26
Daemon Targaryen,in,cluster_26
Corliss Penny,in,cluster_627
Daryn Hornwood,in,cluster_1656
Visenya Targaryen,in,cluster_26
Dorna Swyft,in,cluster_35
Darry,in,cluster_35
Longtable,in,cluster_11
Myles Mooton,in,cluster_627
Donnor Saltcliffe,in,cluster_200
Elys Waynwood,in,cluster_26
Jothos Slynt,in,cluster_26
House Teague,in,cluster_1917
Torrence Teague,in,cluster_1917
Bryce Caron,in,cluster_627
Gerold Dayne,in,cluster_26
House Darkwood,in,cluster_26
Albar Royce,in,cluster_1907
Jon Stark,in,cluster_1656
Jynessa Blackmont,in,cluster_26
Will Humble,in,cluster_200
Lannisport,in,cluster_35
Goldgrass,in,cluster_1656
Rollam Westerling,in,cluster_35
Mordane,in,cluster_1656
Hugo Vance,in,cluster_1656
Ysilla,in,cluster_26
Sigrin,in,cluster_200
Obella Sand,in,cluster_26
House Peat,in,cluster_200
Gowen Baratheon,in,cluster_627
Steffon Fossoway,in,cluster_11
House Turnberry,in,cluster_35
Falia Flowers,in,cluster_11
Becca,in,cluster_1907
House Pyle,in,cluster_26
Harlon Botley,in,cluster_200
Guyard Morrigen,in,cluster_627
Dunstan Drumm,in,cluster_200
Meera Reed,in,cluster_200
Ironoaks,in,cluster_26
Brenett,in,cluster_1675
Aegor Rivers,in,cluster_26
Cider Hall,in,cluster_11
Malwyn Frey,in,cluster_1675
Bitterbridge,in,cluster_1917
Benfred Tallhart,in,cluster_1656
Dale Drumm,in,cluster_200
Jon Heddle,in,cluster_1917
Harbert,in,cluster_627
Martyn Lannister,in,cluster_35
Rufus Leek,in,cluster_26
Steffon Varner,in,cluster_11
Daven Lannister,in,cluster_35
Bennarion Botley,in,cluster_200
Jon Bettley,in,cluster_35
Marq Grafton,in,cluster_1907
House Mullendore of Uplands,in,cluster_11
Martyn Mullendore,in,cluster_11
Jon Brax,in,cluster_1675
Rupert Brax,in,cluster_1675
Gates of the Moon,in,cluster_1907
None,in,cluster_26
House Wade,in,cluster_26
Andrew Estermont,in,cluster_26
Eustace Hunter,in,cluster_627
Quenton Greyjoy,in,cluster_200
Benjen Stark,in,cluster_1656
Forley Prester,in,cluster_35
Rhea Florent,in,cluster_11
Quentin Tyrell,in,cluster_11
Medgar Tully,in,cluster_1917
Godric Borrell,in,cluster_1907
Lyonel Baratheon,in,cluster_627
Joseth Mallister,in,cluster_1917
Alester Norcross,in,cluster_11
Edric Storm,in,cluster_627
Red Lamb,in,cluster_26
Jayne Bracken,in,cluster_1675
Alysanne Tarth,in,cluster_627
Lucas Inchfield,in,cluster_11
Rolly Duckfield,in,cluster_26
Ironrath (Telltale),in,cluster_1656
House Forrester,in,cluster_1656
Mortimer Boggs,in,cluster_26
Tysane Frey,in,cluster_1675
unnamed tower,in,cluster_1917
Castle Lychester,in,cluster_1917
Kayce,in,cluster_200
Ottyn Wythers,in,cluster_11
Gulian Swann,in,cluster_627
Eyron Stark,in,cluster_1656
Rose of Red Lake,in,cluster_11
Maynard Plumm,in,cluster_35
"Faircastle, Fair Isle",in,cluster_35
Manfryd Yew,in,cluster_35
Nymella Toland,in,cluster_1656
Broad Arch,in,cluster_627
Castle Cerwyn,in,cluster_1656
Maris the Maid,in,cluster_11
Uthor of the High Tower,in,cluster_11
Barth,in,cluster_26
Dagos Manwoody,in,cluster_26
Flint's Finger,in,cluster_1656
Shierle Swyft,in,cluster_35
Jason Lannister,in,cluster_35
Donel Greyjoy,in,cluster_200
Deepwood Motte,in,cluster_1656
Robert Frey,in,cluster_1675
Tytos Frey,in,cluster_1917
Grisel,in,cluster_1917
Matrice,in,cluster_627
TomToo,in,cluster_1656
Mord,in,cluster_1907
Rhaegar Frey,in,cluster_1675
Vickon Greyjoy,in,cluster_200
Joanna Swyft,in,cluster_35
House Yelshire,in,cluster_11
Delonne Allyrion,in,cluster_26
Qarl Shepherd,in,cluster_200
Rodrik Cassel,in,cluster_1656
Ronel Rivers,in,cluster_1675
Lucamore Strong,in,cluster_1917
Clement Crabb,in,cluster_26
Clayton Suggs,in,cluster_627
Baela Targaryen,in,cluster_26
Riverspring,in,cluster_35
Sisterton,in,cluster_1907
Hizdahr zo Loraq,in,cluster_26
Parchments,in,cluster_26
